theme,cnt
TAX_FNCACT_CONTRACTOR,7296171
SLFID_ECONOMIC_DEVELOPMENT,7291211
WB_2299_PIPELINES,7285101
TAX_DISEASE_COVID-19,7275843
WB_478_LEVELS_OF_EDUCATION,7261457
WB_671_STORAGE_MANAGEMENT,7255275
BLOCKADE,7251720
TAX_FNCACT_PEERS,7215509
ENV_COAL,7177710
TAX_DISEASE_PREGNANCY,7139432
WB_2944_SERVERS,7133393
TAX_DISEASE_STROKE,7122191
ENV_NATURALGAS,7103873
TAX_WORLDMAMMALS_CAT,7101114
PROPAGANDA,7057892
ECON_SUBSIDIES,7054543
WMD,7040047
TAX_FNCACT_SENATORS,7020451
WB_1606_SCHOLARSHIPS,6989414
TAX_ETHNICITY_PALESTINIANS,6968335
TAX_WEAPONS_GUNS,6963508
DRONES,6889756
TAX_FNCACT_SUPERINTENDENT,6859261
UNGP_EDUCATION,6856966
TAX_ETHNICITY_IRANIAN,6816118
TAX_FNCACT_PHYSICIAN,6788904
EPU_POLICY_CONGRESSIONAL,6783776
WB_1024_PUBLIC_INTERNATIONAL_LAW,6764360
DISPLACED,6754343
WB_775_TRADE_POLICY_AND_INTEGRATION,6748807
TAX_FOODSTAPLES_BREAD,6735523
WB_1026_TREATIES,6715692
WB_1437_SOCIAL_DETERMINANTS_FOR_HEALTH,6708391
WB_1150_VOLATILITY,6696615
WB_813_URBAN_GOVERNANCE_AND_CITY_SYSTEMS,6671496
TAX_DISEASE_DEPRESSION,6670506
TAX_FNCACT_MUSICIAN,6644300
TAX_POLITICAL_PARTY_DEMOCRATIC_PARTY,6642665
TAX_FNCACT_ENTREPRENEUR,6639543
WB_2141_EDUCATION_DISTRICTS,6635903
TAX_WORLDLANGUAGES_SWEDISH,6631750
TAX_FNCACT_INSPECTOR,6589743
TAX_FNCACT_DESIGNER,6577720
WB_1675_GRADUATION,6561590
TAX_FNCACT_POPE,6560306
TAX_FNCACT_INSIDER,6539927
WB_838_PUBLIC_ACCOUNTABILITY_MECHANISMS,6533997
WB_625_HEALTH_ECONOMICS_AND_FINANCE,6533982
TAX_RELIGION_MOSQUE,6522311
SOC_TRAFFICACCIDENT,6518176
VIOLENT_UNREST,6497800
TAX_WORLDREPTILES,6489853
WB_140_AGRICULTURAL_WATER_MANAGEMENT,6486069
WB_1438_ALCOHOL_AND_SUBSTANCE_ABUSE,6484978
WB_151_IRRIGATION_AND_DRAINAGE,6476631
WB_2512_TORTURE,6437220
BULLYING,6416003
TORTURE,6408773
SMUGGLING,6382490
TAX_ETHNICITY_JEWISH,6358700
TAX_WORLDLANGUAGES_MASSACHUSETTS,6353342
TAX_RELIGION_JEWISH,6350230
TAX_MILITARY_TITLE_SUPERINTENDENT,6345971
WB_739_POLITICAL_VIOLENCE_AND_CIVIL_WAR,6336407
WB_1287_HEALTH_INSURANCE,6282732
TAX_FNCACT_ENGINEERS,6268995
ENV_GREEN,6266408
TAX_FNCACT_LEGISLATORS,6265610
TAX_WORLDMAMMALS_SEAL,6259932
WB_2519_RESPONSES_TO_HUMAN_RIGHTS_ABUSES,6255678
TAX_ETHNICITY_DUTCH,6251360
TAX_WORLDLANGUAGES_DUTCH,6248258
WB_728_PUBLIC_SERVICE_DELIVERY,6240596
TAX_WORLDLANGUAGES_RUSSIANS,6224280
DISCRIMINATION_RACE_RACISM,6222273
TAX_ETHNICITY_RUSSIANS,6218867
ROAD_INCIDENT,6211354
UNGP_CLEAN_WATER_SANITATION,6205345
NATURAL_DISASTER_HURRICANE,6191494
WB_177_ANIMAL_PRODUCTION,6185610
WB_2448_MILITIA,6163092
WB_376_INNOVATION_TECHNOLOGY_AND_ENTREPRENEURSHIP,6136161
NATURAL_DISASTER_FLOODS,6123653
TAX_FNCACT_KILLER,6115155
TAX_FNCACT_FARMER,6108359
WB_1211_HUMAN_RESOURCES,6102638
TAX_WORLDCRUSTACEANS,6068860
SOC_POINTSOFINTEREST_COLLEGES,6048864
WB_421_SOCIAL_INCLUSION,6029370
TAX_FNCACT_NURSE,5992582
WB_368_LEASING,5990387
TAX_DISEASE_WOUNDS,5953818
VETO,5892301
WB_1079_COMMODITIES_AND_RESOURCES,5867920
RELEASE_HOSTAGE,5836333
PERSECUTION,5831694
TAX_ETHNICITY_INDIGENOUS,5808045
TAX_WORLDMAMMALS_BEARS,5801460
TAKE_OFFICE,5797448
TAX_FNCACT_CHEF,5783740
TAX_FNCACT_PHOTOGRAPHER,5753905
TAX_FNCACT_COMPANION,5733138
UNGP_AFFORDABLE_NUTRITIOUS_FOOD,5721600
TAX_FNCACT_NOMINEE,5709500
GENDER_VIOLENCE,5701528
TAX_FNCACT_POLICE_CHIEF,5693691
TAX_FNCACT_ATTORNEYS,5670789
DISCRIMINATION_RACE_RACIST,5655076
TAX_DISEASE_INFECTIOUS,5630217
DEATH_PENALTY,5609883
TAX_FNCACT_BUYER,5600016
TAX_FNCACT_COLONEL,5575713
UNGP_GENDER_EQUALITY,5568633
TAX_FNCACT_HEADMASTER,5552985
TAX_FNCACT_DELEGATE,5536426
JIHAD,5499160
WB_2482_RECONCILIATION,5459956
MEDIA_CENSORSHIP,5434374
WB_1100_SUSTAINABLE_GROWTH,5430273
WB_1614_NUTRITIONAL_PROGRAMS,5423789
TAX_WORLDARACHNIDS,5419616
WB_1650_PUBLIC_EMPLOYMENT_SERVICES,5418446
TAX_FNCACT_EXECUTIVE_OFFICER,5391781
TAX_FNCACT_UNEMPLOYED,5378837
TAX_MILITARY_TITLE_COLONEL,5354449
ECON_BUDGET_DEFICIT,5350328
TAX_RELIGION_CHURCHES,5330794
TAX_FNCACT_PRIEST,5322302
NATURAL_DISASTER_FLOODED,5274104
CRISISLEX_T07_SERVICESNEEDEDOFFERED,5263950
TAX_FNCACT_FINANCE_MINISTER,5260145
TAX_FOODSTAPLES_EGGS,5260136
NATURAL_DISASTER_DROUGHT,5235044
TAX_ETHNICITY_IRISH,5228302
SELF_IDENTIFIED_HUMANITARIAN_CRISIS,5227039
TAX_WORLDLANGUAGES_IRISH,5225032
TAX_FNCACT_PIONEER,5220991
TAX_FNCACT_DEALER,5218666
CONFISCATION,5195416
TAX_FNCACT_SUPERVISOR,5178105
SOC_POINTSOFINTEREST_PRISONS,5156253
WB_1435_OBESITY,5143466
TAX_FNCACT_PRINCESS,5110202
TAX_FNCACT_CHIEF_EXECUTIVE_OFFICER,5099542
WB_2443_RAPE_AND_SEXUAL_VIOLENCE,5081657
EPU_CATS_TRADE_POLICY,5073789
WB_406_COMPETITION_POLICY,5072531
GENERAL_PUBLIC_OPINION,5071599
TAX_FNCACT_PHYSICIANS,5069103
WB_377_FIRM_INNOVATION_PRODUCTIVITY_AND_GROWTH,5059257
TAX_FNCACT_INVESTIGATOR,5028257
EPU_CATS_SOVEREIGN_DEBT_CURRENCY_CRISES,5020021
WB_772_TRADE_FACILITATION_AND_LOGISTICS,5008380
TAX_FNCACT_DEMONSTRATORS,4984901
TAX_FNCACT_NOBLE,4964556
TAX_FNCACT_LIEUTENANT,4962112
HUMAN_RIGHTS_ABUSES_TORTURE,4956111
WB_174_CROP_PRODUCTION,4948703
WB_1652_PLACEMENT,4939625
TAX_WORLDLANGUAGES_ROMANIAN,4931431
TAX_ETHNICITY_ROMANIAN,4930558
TAX_FNCACT_DIPLOMATS,4928722
TAX_FNCACT_SERVANTS,4925908
TAX_FNCACT_ECONOMISTS,4916177
TAX_FNCACT_GOVERNORS,4915657
SOC_POINTSOFINTEREST_AIRPORTS,4902034
WB_1121_TAXATION,4888686
TAX_POLITICAL_PARTY_COMMUNIST_PARTY,4881349
SLFID_NATURAL_RESOURCES,4876454
TAX_FOODSTAPLES_GRAIN,4873147
TAX_FNCACT_DETECTIVE,4863315
TAX_FNCACT_BABIES,4852382
SOC_POINTSOFINTEREST_MEDICAL_CENTER,4828594
CRISISLEX_C08_TELECOM,4819126
TAX_FNCACT_MAGISTRATE,4768549
TAX_WORLDLANGUAGES_PORTUGUESE,4739050
CRIME_CARTELS,4738920
TAX_ETHNICITY_PORTUGUESE,4734668
TAX_FNCACT_PRESENTER,4726146
TAX_MILITARY_TITLE_LIEUTENANT,4712923
WB_162_TRANSPORT_ECONOMICS,4707756
TAX_CHRONICDISEASE_DIABETES,4701610
TAX_DISEASE_PNEUMONIA,4701038
UNREST_CRACKDOWN,4690736
WB_1433_DIABETES,4683590
WB_1670_TRADE_UNIONS,4678572
JUSTICE,4662155
TAX_DISEASE_TRAUMA,4657805
ENV_METALS,4638800
WB_2003_SANITATION_TECHNOLOGIES,4638539
WB_643_AGING_POPULATION,4633214
TAX_FNCACT_REGULATORS,4629936
TAX_FNCACT_BISHOP,4622565
SUICIDE_ATTACK,4593708
TAX_WEAPONS_FIREARM,4586925
IMPEACHMENT,4585418
TAX_WEAPONS_BOMBS,4577807
WB_148_SEWERAGE,4569141
EPU_POLICY_INTEREST_RATE,4567845
TAX_FNCACT_CONDUCTOR,4553157
SLFID_ECONOMIC_DEVELOPMENTAID,4551432
TAX_FNCACT_MAYORS,4548445
TAX_FNCACT_ADMINISTRATORS,4545979
ECON_WORLDCURRENCIES_YUAN,4545593
TAX_WORLDLANGUAGES_AZERBAIJAN,4535453
TAX_FNCACT_COUNSELOR,4512983
INSURGENCY,4478098
FUELPRICES,4438709
TAX_FNCACT_ARCHITECT,4435429
WB_508_POWER_SYSTEMS,4401660
WB_1070_ECONOMIC_GROWTH_POLICY,4389226
TAX_FNCACT_CRITIC,4371707
HUMAN_TRAFFICKING,4366290
TAX_RELIGION_JEWS,4365541
WB_476_GREEN_GROWTH,4353538
ECON_WORLDCURRENCIES_YEN,4346511
TAX_FNCACT_USHER,4344249
WB_436_FORESTRY,4328115
VANDALIZE,4328103
TAX_DISEASE_BACTERIA,4322773
TAX_FNCACT_VENDOR,4322188
WB_2601_TRADE_LINKAGES_SPILLOVERS_AND_CONNECTIVITY,4297503
TAX_FNCACT_POET,4290979
TAX_FNCACT_INSIDERS,4288451
WB_141_WATER_RESOURCES_MANAGEMENT,4286613
TAX_ETHNICITY_VENEZUELAN,4283684
TAX_FNCACT_SUPPORTER,4282862
WB_1829_ECOSYSTEM_MANAGEMENT,4232508
TAX_FNCACT_SLAVE,4231455
FREESPEECH,4227064
TAX_DISEASE_CONVENTIONAL,4220556
SLFID_RULE_OF_LAW,4210190
TAX_DISEASE_COUGH,4199876
TAX_WORLDFISH_BASS,4194479
TAX_FNCACT_PILOTS,4194389
ENV_FORESTRY,4191429
EPU_CATS_FISCAL_POLICY,4169290
TAX_WEAPONS_FIREARMS,4167515
TAX_FNCACT_DIPLOMAT,4153190
TAX_WEAPONS_EXPLOSIVES,4148928
TAX_FOODSTAPLES_WHEAT,4110857
TAX_RELIGION_CHRISTIANS,4101560
TAX_ETHNICITY_CHRISTIANS,4099688
TAX_FNCACT_NURSES,4098575
WB_1615_THERAPEUTIC,4096602
WB_1833_PROTECTED_AREAS_SYSTEMS,4092591
TAX_DISEASE_FATIGUE,4076194
UNGP_TRANSPORTATION_ROADS,4069808
TAX_WORLDLANGUAGES_AFGHAN,4044804
TAX_FNCACT_INCUMBENT,3999625
STATE_OF_EMERGENCY,3989986
WB_482_TERTIARY_EDUCATION,3980235
TAX_DISEASE_DIABETES,3977966
WB_1041_PATENTS,3965928
ECON_DEVELOPMENTORGS_WORLD_HEALTH_ORGANIZATION,3963248
TAX_AIDGROUPS_WORLD_HEALTH_ORGANIZATION,3947993
LEGALIZE,3916444
TAX_FNCACT_WALKER,3905617
WB_797_NATIONAL_URBAN_POLICIES,3902558
TAX_FNCACT_CHIEFS,3901846
TAX_WORLDMAMMALS_WOLF,3901008
TAX_WEAPONS_ARTILLERY,3871537
WB_1817_CONGESTION,3869229
WB_721_STATE_OWNED_ENTERPRISES,3869178
TAX_FNCACT_COMEDIAN,3868607
GRIEVANCES,3857372
TAX_FNCACT_HUNTER,3851959
TECH_AUTOMATION,3816254
WB_2815_SKILLS_AND_EDUCATION,3815460
TAX_FNCACT_MERCHANT,3812399
WB_1434_HEART_DISEASE,3803237
TAX_FNCACT_INTERIOR_MINISTER,3796988
TAX_FNCACT_MODERATOR,3794021
TAX_FNCACT_DETECTIVES,3787428
WB_866_CONNECTIVITY_AND_LAGGING_REGIONS,3769444
TAX_DISEASE_EMERGENCIES,3764194
WB_2101_ANTITRUST,3759076
TAX_FNCACT_PASTOR,3758514
WB_3007_NATIONAL_PARKS,3744847
POWER_OUTAGE,3734690
ECON_BOYCOTT,3727970
TREASON,3720928
TAX_WORLDLANGUAGES_OREGON,3709085
TAX_FNCACT_BRIDE,3700996
TAX_ETHNICITY_ARABS,3677599
TAX_WORLDLANGUAGES_UKRAINIANS,3676197
TAX_ETHNICITY_UKRAINIANS,3674567
TAX_WORLDLANGUAGES_KANSAS,3667907
TAX_FNCACT_ADVISERS,3650558
TAX_WORLDLANGUAGES_DANISH,3647758
TAX_WORLDLANGUAGES_NORWEGIAN,3647113
TAX_WORLDMAMMALS_HORSES,3585371
WB_817_LAND_AND_HOUSING,3583850
TAX_FNCACT_SPY,3578970
TAX_FNCACT_POLICEMAN,3562398
TAX_TERROR_GROUP_HAMAS,3548956
TAX_POLITICAL_PARTY_HAMAS,3548733
TAX_WORLDLANGUAGES_ALABAMA,3543431
TAX_DISEASE_POISONING,3542562
ECON_ELECTRICALGENERATION,3530109
TAX_WORLDMAMMALS_MOUSE,3521107
TAX_WORLDMAMMALS_TIGER,3509316
TAX_WORLDINSECTS_BEE,3495407
WB_751_SOCIAL_INSURANCE,3490297
WB_341_INVESTMENT_FUNDS,3490028
INFRASTRUCTURE_BAD_ROADS,3484738
TAX_FNCACT_RETAILER,3474829
EXILE,3459153
TAX_FNCACT_CONGRESSMAN,3452585
TAX_WORLDLANGUAGES_SERBIAN,3449781
TAX_FNCACT_ENVOY,3430819
TAX_FNCACT_CHIEF_OF_STAFF,3429890
TAX_FNCACT_IMMIGRANT,3424334
WB_2375_ICT_METHODS_AND_PROCEDURES,3401860
TAX_FNCACT_HISTORIAN,3384004
TAX_ETHNICITY_AUSTRIAN,3381559
EPU_POLICY_FEDERAL_RESERVE,3375348
ECON_MONEYLAUNDERING,3372187
WB_1896_FUNDAMENTAL_AREAS_OF_THE_LAW,3362655
TAX_TERROR_GROUP_TALIBAN,3359861
TAX_FNCACT_TECHNICIAN,3358705
TAX_FNCACT_DISTRICT_ATTORNEY,3356906
WB_1000_WATER_MANAGEMENT_STRUCTURES,3356804
TAX_FNCACT_HEAD_OF_STATE,3354390
WB_444_MONETARY_POLICY,3351113
TAX_MILITARY_TITLE_CHIEF_OF_STAFF,3338420
ECON_WORLDCURRENCIES_EUROS,3338141
TAX_DISEASE_COVID,3337458
TAX_FNCACT_REGULATOR,3328129
TAX_FNCACT_LAWMAKER,3326700
TAX_FNCACT_COURIER,3318852
WB_1934_CIVILLIAN_POLICE_AND_SECURITY_SERVICES,3314971
TAX_FNCACT_CHAIRMAN_OF_THE_BOARD,3306635
TAX_ETHNICITY_POLES,3304999
SEPARATISTS,3300262
WB_938_MEDIATION,3280641
WB_2441_DOMESTIC_VIOLENCE,3276899
TAX_FNCACT_CONSULTANTS,3275901
TAX_FNCACT_COMPOSER,3271226
TAX_FNCACT_INSPECTORS,3262950
TAX_FNCACT_TENANTS,3259726
TAX_FNCACT_VILLAGERS,3258823
TAX_WORLDMAMMALS_DEER,3258712
WB_2076_MONEY_LAUNDERING,3255823
TAX_FNCACT_POLICEMEN,3250743
WB_862_GROWTH_POLES_AND_ECONOMIC_ZONES,3246103
TAX_FNCACT_MAGISTRATES,3231544
TAX_FNCACT_ASSISTANTS,3229510
TAX_FNCACT_CHAMPIONS,3228236
TAX_WORLDMAMMALS_DRILL,3224916
TAX_FNCACT_FISHERMEN,3222280
WB_990_DRAINAGE,3209018
TAX_FNCACT_SERVANT,3202103
TAX_FNCACT_WARRIOR,3201299
WB_2492_COUNTER_TERRORISM,3199845
TAX_ETHNICITY_SCOTTISH,3196829
WB_2575_TRADE_POLICY_AND_INVESTMENT_AGREEMENTS,3195650
TAX_ECON_FREETRADEAGREEMENTS,3195321
WB_2132_APPRENTICESHIP,3194048
INEQUALITY,3190805
TAX_FNCACT_SERGEANT,3179890
TAX_FNCACT_THIEVES,3178382
ECON_BANKRUPTCY,3174703
MARITIME_PIRACY,3157577
TAX_FNCACT_PROPHET,3153942
TAX_FNCACT_PRESS_SECRETARY,3151063
UNREST_CHECKPOINT,3150947
WB_707_POVERTY_MEASUREMENT_AND_ANALYSIS,3150083
ECON_MONOPOLY,3146304
TAX_DISEASE_SYNDROME,3139783
NATURAL_DISASTER_HEAVY_RAIN,3132111
WB_1152_ECONOMIC_AND_SOCIAL_MOBILITY,3130445
CRISISLEX_C01_CHILDREN_AND_EDUCATION,3129837
TAX_DISEASE_CORONAVIRUSES,3119768
TAX_FNCACT_VICE_CHAIRMAN,3114547
WB_756_VULNERABLE_GROUPS,3110770
TAX_RELIGION_ORTHODOX,3094733
TAX_FNCACT_PSYCHOLOGIST,3094121
TAX_FNCACT_CLERK,3083594
AID_HUMANITARIAN,3069525
WB_2509_GENOCIDE,3064926
WB_1917_INTELLECTUAL_PROPERTY,3063326
TAX_AIDGROUPS_RED_CROSS,3060074
ENV_FISHERY,3054314
WB_2000_SANITATION,3049797
WB_1383_HEALTH_MANAGEMENT_AND_ADMINISTRATION,3047498
WB_288_TELECOMMUNICATIONS_SECTOR_POLICY_AND_REGULATION,3046354
WB_363_FINANCIAL_INCLUSION,3042460
TAX_FNCACT_AIDE,3028086
ECON_FREETRADE,3027938
TAX_FNCACT_COMMISSIONERS,3026965
CRIME_LOOTING,3024825
WB_290_TELECOMMUNICATIONS_ORGANIZATIONAL_DESIGN,3010091
CHECKPOINT,3004173
WB_175_FERTILIZERS,3000298
WB_829_FISCAL_DECENTRALIZATION,2992144
WB_1786_ENVIRONMENTAL_SUSTAINABILITY,2977344
TAX_FNCACT_KNIGHT,2971294
WB_1153_MIDDLE_CLASS,2955432
TAX_FNCACT_BACHELOR,2947567
TAX_FOODSTAPLES_CORN,2945468
TAX_FNCACT_FOUNDERS,2940453
TAX_DISEASE_ANTICIPATION,2935632
TAX_WORLDLANGUAGES_BULGARIAN,2929817
TAX_ETHNICITY_BULGARIAN,2929707
TAX_FNCACT_COMPANIONS,2928081
PRIVATIZATION,2922221
WB_1072_FISCAL_POLICY_AND_GROWTH,2916876
TAX_WORLDMAMMALS_CATS,2913705
WB_138_WATER_SUPPLY,2911719
TAX_FNCACT_AIDES,2911089
TAX_WORLDLANGUAGES_MAHARASHTRA,2897196
TAX_POLITICAL_PARTY_REPUBLICAN_PARTY,2896531
TAX_FNCACT_GENTLEMAN,2896521
WB_199_FOOD_SECURITY,2889377
WB_509_NUCLEAR_ENERGY,2878524
NATURAL_DISASTER_DROWNED,2858574
TAX_FNCACT_TREASURER,2844006
TAX_DISEASE_TUMOR,2837051
DISCRIMINATION_IMMIGRATION,2831628
TAX_FNCACT_PRACTITIONERS,2831289
TAX_TERROR_GROUP_ISIS,2829608
LITERACY,2828841
TAX_FNCACT_SURGEON,2827946
TAX_DISEASE_ABDOMEN,2825985
TAX_FNCACT_ELDER,2822237
TAX_MILITARY_TITLE_SERGEANT,2819862
WB_904_HOUSING_MARKETS,2815381
TAX_FNCACT_SETTLERS,2814193
WB_1432_HYPERTENSION,2810375
TAX_ETHNICITY_BELGIAN,2806822
WB_874_LOCAL_FINANCE,2804163
TAX_DISEASE_INFLAMMATION,2802844
TAX_ETHNICITY_MALI,2784087
PIRACY,2779908
TAX_FNCACT_FIREFIGHTER,2778319
WB_1283_PRIVATIZATION,2771593
TAX_FNCACT_PARAMEDICS,2771092
TAX_FNCACT_ESCORT,2765983
WB_350_FINANCIAL_INFRASTRUCTURE_AND_REMITTANCES,2755890
TAX_ETHNICITY_AUSTRALIANS,2754110
TAX_WORLDINSECTS_BUMBLEBEE,2749078
WB_601_POLLUTION_MANAGEMENT,2744308
ECON_BITCOIN,2737693
TAX_FNCACT_MAJORITY_LEADER,2736769
TAX_FNCACT_COLUMNIST,2731341
TAX_FNCACT_ENTERTAINER,2726580
TAX_WORLDLANGUAGES_CROATIAN,2722433
TAX_ETHNICITY_CROATIAN,2722312
TAX_FNCACT_THIEF,2720140
WB_653_ENTERPRISE_ARCHITECTURE,2717430
WHISTLEBLOWER,2716401
WB_2298_REFINERIES,2711812
TAX_FNCACT_AMBASSADORS,2709789
WB_1671_MINIMUM_WAGES,2698403
TAX_RELIGION_MOSQUES,2694738
TAX_FNCACT_BROKER,2690075
TAX_FNCACT_BOARD_MEMBER,2684781
RETIREMENTS,2671528
TAX_FOODSTAPLES_POTATOES,2667318
EPU_POLICY_MONETARY_POLICY,2657973
TAX_FNCACT_TENANT,2645189
TAX_ETHNICITY_BOLIVIA,2643428
TAX_FNCACT_FOOL,2642195
TAX_FNCACT_PERFORMER,2639928
SOC_POINTSOFINTEREST_MIDDLE_SCHOOL,2638504
ECON_COST_OF_LIVING,2631310
TAX_FNCACT_BUSINESSMEN,2622082
WB_2480_POST_CONFLICT_RECONSTRUCTION,2621728
WB_1362_MEDICAL_EQUIPMENT,2617549
TAX_FNCACT_DICTATOR,2615986
ECON_TRADE_DISPUTE,2614016
TAX_FNCACT_HACKERS,2610096
WB_1074_FISCAL_CONTRACTION,2607214
TAX_DISEASE_HIV,2603303
TAX_FNCACT_SINGERS,2592968
SOC_FASCISM,2590431
WB_568_CLIMATE_SERVICES,2588477
TAX_FNCACT_EDUCATORS,2585422
TAX_ETHNICITY_CATALAN,2584664
WB_641_REPRODUCTIVE_AND_MATERNAL_HEALTH,2584114
TAX_FNCACT_TRAINER,2580952
WB_701_JOBS_AND_POVERTY,2579572
WB_933_ETHNIC_RELIGIOUS_AND_OTHER_MINORITIES,2573233
TAX_RELIGION_BAPTIST,2569723
TAX_FNCACT_SECRETARIES,2567727
TAX_ETHNICITY_CANADIANS,2566095
TAX_DISEASE_OBESITY,2560134
RELATIONS,2553915
TAX_FNCACT_DANCER,2550955
TAX_WORLDLANGUAGES_FINNISH,2545083
ECON_IPO,2520704
TAX_FNCACT_PAINTER,2519000
UNSAFE_WORK_ENVIRONMENT,2516066
ECON_WORLDCURRENCIES_RUBLES,2511102
MOVEMENT_SOCIAL,2504450
ECON_DEVELOPMENTORGS_INTERNATIONAL_MONETARY_FUND,2500351
AUSTERITY,2500147
WB_2488_POPULATION_RESETTLEMENT,2499978
TAX_FNCACT_FATHERS,2499044
WB_2171_NURSING_HOMES,2497092
PROPERTY_RIGHTS,2489071
EPU_POLICY_MINISTRY_OF_FINANCE,2485620
TAX_FNCACT_EMPEROR,2483076
WB_1857_ARBITRATION,2480118
NATURAL_DISASTER_EARTHQUAKES,2477481
WB_2823_ON_THE_JOB_TRAINING,2476630
ECON_MIDDLECLASS,2469720
TAX_WORLDCRUSTACEANS_CRABS,2468886
WB_877_ASSET_MANAGEMENT,2466908
ECON_DEVELOPMENTORGS_WORLD_BANK,2456324
MED_EMERGENCYROOM,2441650
TAX_FNCACT_CORONER,2439658
ECON_HEATINGOIL,2432575
WB_549_OIL_AND_GAS_SYSTEMS,2430195
TAX_FNCACT_MESSENGER,2421795
NATURAL_DISASTER_EROSION,2420873
WB_491_QUALITY_OF_EDUCATION,2417766
TAX_FNCACT_BOSSES,2413487
CURFEW,2411741
TAX_FNCACT_ARCHBISHOP,2409588
ELECTION_FRAUD,2409520
TAX_FNCACT_SUPERVISORS,2406559
CRM_ARSON,2400022
WB_758_ORPHANS,2397627
WB_2824_INTERNSHIP,2394457
AVIATION_INCIDENT,2393359
TAX_FNCACT_PRIESTS,2385673
TAX_FNCACT_EXAMINER,2374108
WB_1081_FINANCE_AND_GROWTH,2371397
WB_863_FDI_SPILLOVERS,2368909
TAX_DISEASE_CONTAGIOUS,2364170
SOC_POINTSOFINTEREST_FIRE_STATION,2362219
WB_2947_OPERATING_SYSTEMS,2358897
TAX_DISEASE_HEART_ATTACK,2357697
TAX_FNCACT_SCHOLAR,2356458
TAX_FNCACT_ARCHITECTS,2352580
TAX_FNCACT_INSTRUCTOR,2348036
EPU_POLICY_DUMA,2347010
TAX_FNCACT_ACCOUNTANT,2341404
HEALTH_SEXTRANSDISEASE,2337993
WB_528_SOLAR_ENERGY,2337294
TAX_FNCACT_BOARD_MEMBERS,2335290
WB_2788_LABOR_MARKET_INSTITUTIONS_AND_POLICIES,2334979
TAX_FNCACT_LECTURER,2328578
WB_569_HYDROMET_SERVICES,2327305
TAX_FNCACT_MARSHALL,2327247
TAX_ETHNICITY_SHIITE,2322531
WB_1236_COMMERCIAL_BANKING,2320791
TAX_WORLDBIRDS_DUCK,2319007
TAX_FNCACT_SHEPHERD,2318449
TAX_RELIGION_SHIITE,2317200
TAX_FNCACT_NOMINEES,2310149
WB_2510_WAR_CRIMES,2299324
CRISISLEX_T05_MONEY,2299206
SLFID_MILITARY_SPENDING,2291371
TAX_FNCACT_CARDINAL,2291138
TAX_WEAPONS_ARMORED,2278594
SOC_POLARIZED,2274580
TAX_SPECIAL_ISSUES,2263451
TAX_WORLDMAMMALS_BAT,2258025
TAX_FNCACT_EXPLORER,2255281
TAX_WORLDLANGUAGES_ARMENIAN,2242129
TAX_ETHNICITY_MOROCCAN,2240280
TAX_ETHNICITY_INDONESIAN,2239072
TAX_ETHNICITY_ARMENIAN,2238777
TAX_WORLDLANGUAGES_INDONESIAN,2237347
TAX_DISEASE_OVERWEIGHT,2235072
TAX_FNCACT_INDUSTRIALIST,2233285
WB_1743_ANTICARTEL_ENFORCEMENT,2225309
TAX_FNCACT_DISTRIBUTOR,2223021
TAX_FOODSTAPLES_MAIZE,2214373
WB_2511_SLAVERY,2212827
WB_919_GENDER_AND_HUMAN_DEVELOPMENT,2210862
ASSASSINATION,2204357
ECON_EMERGINGECON,2196263
WB_1907_PERSONAL_PROPERTY_RIGHTS,2195660
TAX_ETHNICITY_HINDU,2194355
TAX_RELIGION_HINDU,2192168
ECON_WORLDCURRENCIES_PESOS,2191562
TAX_FNCACT_MARSHAL,2190372
TAX_FNCACT_METEOROLOGIST,2188745
WB_2736_RETURNS_TO_WORK,2187509
TAX_FNCACT_GUITARIST,2179380
WB_752_CONTRIBUTORY_BENEFITS,2176344
TAX_FNCACT_LEFTIST,2175756
WB_2446_CARTELS,2175154
TAX_CHRONICDISEASE_HEART_DISEASE,2172783
TAX_FNCACT_ADVERTISERS,2172505
TAX_FNCACT_STAFF_MEMBERS,2167107
MILITARY_COOPERATION,2164848
TAX_FNCACT_CIVIL_SERVANTS,2164716
TAX_DISEASE_SEIZURES,2159391
WB_180_FOOD_SAFETY,2158531
TAX_DISEASE_REMISSION,2158519
TAX_ETHNICITY_EUROPEANS,2158444
TAX_ETHNICITY_INDIANS,2158350
TAX_WORLDREPTILES_SNAKE,2156450
WB_790_TRANSPORT_AND_SUSTAINABLE_DEVELOPMENT,2150202
WB_1808_TRANSPORT_SAFETY,2150191
TAX_FNCACT_INTERPRETER,2148308
TAX_FNCACT_CHAIRWOMAN,2147112
TAX_FNCACT_COMMANDERS,2145128
ECON_WORLDCURRENCIES_US_DOLLAR,2143416
TAX_FNCACT_IMAM,2138125
TAX_WORLDLANGUAGES_SLOVAK,2128672
TAX_ETHNICITY_THAI,2122343
TAX_FNCACT_INSURGENTS,2119388
TAX_FNCACT_PEER,2115337
WB_2084_BIODIVERSITY,2112051
TAX_ETHNICITY_HUNGARIAN,2109513
TAX_WORLDLANGUAGES_HUNGARIAN,2109491
WB_178_PEST_MANAGEMENT,2108512
ECON_GASOLINEPRICE,2107184
TAX_FNCACT_SLAVES,2107175
TAX_DISEASE_PLAGUE,2104897
TAX_FNCACT_LEGISLATOR,2098170
TAX_FNCACT_TECHNICIANS,2089514
